category,created_at,description,forks,language,name,quality_score,stars,updated_at,url
,,💻 Scripts and relevant configuration to set up my Windows development box.,,,dend/windows-dev-box,,47,,https://github.com/dend/windows-dev-box
,,💻 Scripts and relevant configuration to set up my Windows development box.,,,dend/windows-dev-box,,47,,https://github.com/dend/windows-dev-box
,,"This repository provides **fully automated batch scripts** to install and launch ComfyUI on Windows, optimized for both Intel Arc GPUs **and** Intel Ultra Core iGPUs (Meteor Lake/Core Ultra series) using the XPU backend.",,,ai-joe-git/ComfyUI-Intel-Arc-Clean-Install-Windows-venv-XPU-,,45,,https://github.com/ai-joe-git/ComfyUI-Intel-Arc-Clean-Install-Windows-venv-XPU-
,,A minimal windows batch script that cleans your PC from temporary files.,,,Chainski/WindowsCleanerUtility,,44,,https://github.com/Chainski/WindowsCleanerUtility
,,A minimal windows batch script that cleans your PC from temporary files.,,,Chainski/WindowsCleanerUtility,,44,,https://github.com/Chainski/WindowsCleanerUtility
,,A minimal windows batch script that cleans your PC from temporary files.,,,Chainski/WindowsCleanerUtility,,44,,https://github.com/Chainski/WindowsCleanerUtility
,,A minimal windows batch script that cleans your PC from temporary files.,,,Chainski/WindowsCleanerUtility,,44,,https://github.com/Chainski/WindowsCleanerUtility
,,An easy to use Batch Script for downloading Audio and Video using yt-dlp.,,,eppic/ytBATCH,,43,,https://github.com/eppic/ytBATCH
,,"Ultimate Windows tweaking guide for best performance, privacy, & security!",,,Scrut1ny/Windows-Debloating-Script,,42,,https://github.com/Scrut1ny/Windows-Debloating-Script
,,"Ultimate Windows tweaking guide for best performance, privacy, & security!",,,Scrut1ny/Windows-Debloating-Script,,42,,https://github.com/Scrut1ny/Windows-Debloating-Script
,,"A batch script for taking information. A bit overdeveloped, and kind of useless.",,,Takaovi/BatchStealer,,41,,https://github.com/Takaovi/BatchStealer
,,Batch Processing MLX scripts(批量处理meshlab的脚本),,,Shicoder/Meshlab-MLXScriptBatchProcessing,,37,,https://github.com/Shicoder/Meshlab-MLXScriptBatchProcessing
,,A simple fix for Forza Horizon 4 and Forza Horizon 5 crashes,,,PAXANDDOS/ForzaHorizonFix,,35,,https://github.com/PAXANDDOS/ForzaHorizonFix
,,Windows/macOS/Linux/iOS/Android build automation for cimgui. Used to package up ImGui.NET.,,,ImGuiNET/ImGui.NET-nativebuild,,34,,https://github.com/ImGuiNET/ImGui.NET-nativebuild
,,Repo containing all scripts to install and use the PX4 Toolchain for Windows.,,,PX4/PX4-windows-toolchain,,33,,https://github.com/PX4/PX4-windows-toolchain
,,"Easy (EZ) DNS changer, A simple windows batch script file to change windows dns servers",,,MansourM/ez-dns-changer.bat,,31,,https://github.com/MansourM/ez-dns-changer.bat
,,Fixes the lag spikes caused by windows hotspot when using wireless Virtual Reality streaming apps.,,,t4rra/hotspot-helper,,31,,https://github.com/t4rra/hotspot-helper
,,MultiMesh Scripting is a set of Windows BAT scripts that help simply the process of running meshlabserver MLX scripts and batch processing a folder of 3D scene files.,,,AndrewHazelden/MultiMesh-Scripting,,30,,https://github.com/AndrewHazelden/MultiMesh-Scripting
,,⚙️ \\ A script to simplify Windows setup by automating software installation and system tweaks. [❗Check README❗],,,fr0st-iwnl/WinConfigs,,29,,https://github.com/fr0st-iwnl/WinConfigs
,,⚙️ \\ A script to simplify Windows setup by automating software installation and system tweaks. [❗Check README❗],,,fr0st-iwnl/WinConfigs,,29,,https://github.com/fr0st-iwnl/WinConfigs
,,⚙️ \\ A script to simplify Windows setup by automating software installation and system tweaks. [❗Check README❗],,,fr0st-iwnl/WinConfigs,,29,,https://github.com/fr0st-iwnl/WinConfigs
,,Right click on a folder / file and send it to your preconfigured rclone (GDrive) remote in Windows,,,Moodkiller/SendTo-rclone-GDrive,,28,,https://github.com/Moodkiller/SendTo-rclone-GDrive
,,qBittorrent Windows Automatic batch file command line script to check torrent for seeders if it has no seeders it will delete the torrent automatically .cmd .bat batch file command line cli cmd,,,C0nw0nk/qBittorrent,,28,,https://github.com/C0nw0nk/qBittorrent
,,Right click on a folder / file and send it to your preconfigured rclone (GDrive) remote in Windows,,,Moodkiller/SendTo-rclone-GDrive,,28,,https://github.com/Moodkiller/SendTo-rclone-GDrive
,,qBittorrent Windows Automatic batch file command line script to check torrent for seeders if it has no seeders it will delete the torrent automatically .cmd .bat batch file command line cli cmd,,,C0nw0nk/qBittorrent,,28,,https://github.com/C0nw0nk/qBittorrent
,,CEMU's BatchFw is batch files framework over CEMU (Wii-U emulator),,,Laf111/CEMU-Batch-Framework,,27,,https://github.com/Laf111/CEMU-Batch-Framework
,,Batch file for all your DayZ Server startup needs!,,,DannyDorito/DayZ-Startup-and-Restart-Script,,26,,https://github.com/DannyDorito/DayZ-Startup-and-Restart-Script
,,Batch Script that optimizes Windows temporary for Gaming,,,TheCraZyDuDee/Windows-Gaming-Optimization-Script,,25,,https://github.com/TheCraZyDuDee/Windows-Gaming-Optimization-Script
,,"This is a commonly used software batch installation script for my own use, based on the Winget Package Manager. ",,,cgartlab/Software_Install_Script,,25,,https://github.com/cgartlab/Software_Install_Script
,,An executable cmd batch script that Cleans Windows from unneeded temporary files.,,,TarikSeyceri/Windows-Cleaner.bat,,25,,https://github.com/TarikSeyceri/Windows-Cleaner.bat
,,Windows .bat script that checks video file integrity using ffmpeg,,,describe19/check-video,,25,,https://github.com/describe19/check-video
,,"This is a commonly used software batch installation script for my own use, based on the Winget Package Manager. ",,,cgartlab/Software_Install_Script,,25,,https://github.com/cgartlab/Software_Install_Script
,,Windows-Optimizer is a batch program. This program is Optimizing and Defragmenting All Connected Storage Drives & Fixing File System Errors.,,,NARCOTIC/Windows-Optimizer,,24,,https://github.com/NARCOTIC/Windows-Optimizer
,,Batch files for Windows,,,chsliu/batch,,24,,https://github.com/chsliu/batch
,,Windows-Optimizer is a batch program. This program is Optimizing and Defragmenting All Connected Storage Drives & Fixing File System Errors.,,,NARCOTIC/Windows-Optimizer,,24,,https://github.com/NARCOTIC/Windows-Optimizer
,,Some of my batch files and scripts,,,kodybrown/dos,,22,,https://github.com/kodybrown/dos
,,"⚙️ 🛠️ A collection of useful Windows Batch files. Tools include: folder backups, event logging, scheduled task management, FTP transfer, file movement, network status, search and replace text, emailing, etc.",,,scottgriv/batch-useful_bat_files,,21,,https://github.com/scottgriv/batch-useful_bat_files
,,"⚙️ 🛠️ A collection of useful Windows Batch files. Tools include: folder backups, event logging, scheduled task management, FTP transfer, file movement, network status, search and replace text, emailing, etc.",,,scottgriv/batch-useful_bat_files,,21,,https://github.com/scottgriv/batch-useful_bat_files
,,Batch files for automating the encoding process for anime,,,anonymlol/Encoding_automation_scripts,,20,,https://github.com/anonymlol/Encoding_automation_scripts
,,Git Shell Scripts for Windows (Batch Files),,,slathrop/git-scripts-win,,19,,https://github.com/slathrop/git-scripts-win
,,spoof an extension of any file by using U+202E Unicode character,,,moom825/batch-extention-spoofer,,17,,https://github.com/moom825/batch-extention-spoofer
,,"BatchMan & Robby is Simple Script Written in Batch just for fun, only works on Windows XP systems or lower (on w10 it can work if the autorun function is enabled in advance) Once downloaded, you have to burn it to CD or DVD as a data disc THE CD starts immediately whit autorun function and crash the system.. Normally it is not detected by any antivirus",,,JonnyBanana/BatchMan-e-Robby,,17,,https://github.com/JonnyBanana/BatchMan-e-Robby
,,"Easy to use, user friendly, simple batch optimizer made for windows 10 version 1909",,,buxh/ZER0-Batch-Optimizer,,16,,https://github.com/buxh/ZER0-Batch-Optimizer
,,This tool covers Motorola XML files to batch files for flashing firmware to Motorola Android Phones,,,rootjunky/Motorola-XML-To-Batch-Script,,16,,https://github.com/rootjunky/Motorola-XML-To-Batch-Script
,,Windows Batch scripts,,,ermannog/BatchScripts,,16,,https://github.com/ermannog/BatchScripts
,,This tool covers Motorola XML files to batch files for flashing firmware to Motorola Android Phones,,,rootjunky/Motorola-XML-To-Batch-Script,,16,,https://github.com/rootjunky/Motorola-XML-To-Batch-Script
,,"Easy to use, user friendly, simple batch optimizer made for windows 10 version 1909",,,buxh/ZER0-Batch-Optimizer,,16,,https://github.com/buxh/ZER0-Batch-Optimizer
,,Tips and tricks and small scripts for automation of the WinSCP FTP client (Windows).,,,cavo789/tools_winscp,,16,,https://github.com/cavo789/tools_winscp
,,Arma 3 Steam Workshop Batch Files,,,tinboye/Steam_workshop_scripts,,15,,https://github.com/tinboye/Steam_workshop_scripts
,,Handy batch scripts (Malicous and not malicous),,,Da2dalus/FunBatchCode-MalicousAndNonMalicous,,15,,https://github.com/Da2dalus/FunBatchCode-MalicousAndNonMalicous
,,IBM AppScan批量扫描脚本,,,acgbfull/IBM_Appscan_Batch_Scan_Script,,15,,https://github.com/acgbfull/IBM_Appscan_Batch_Scan_Script
,,It's A Batch Code To Cracke RAR Encrypted Floders And Files,,,prashantmi/Rar-Password-Cracker,,14,,https://github.com/prashantmi/Rar-Password-Cracker
,,Development tool for text protection within batch files.,,,Honguito98/enctool-batch,,14,,https://github.com/Honguito98/enctool-batch
,,.bat file for all your ARMA 3 Server startup needs!,,,DannyDorito/ARMA-3-Startup-and-Restart-Script,,14,,https://github.com/DannyDorito/ARMA-3-Startup-and-Restart-Script
,,Digging into the little-traveled land of Shell Script Batch,,,jersonmartinez/ShellScriptBatch,,14,,https://github.com/jersonmartinez/ShellScriptBatch
,,"udp2raw, tinyportmapper, kcptun, udpspeeder windows batch scripts.",,,BingLingGroup/run-udp2raw-batch,,14,,https://github.com/BingLingGroup/run-udp2raw-batch
,,"Run Command: A Complete List for Windows 7,8 and 10 ",,,buananetpbun/Run-Command-Window-Batch-Script,,13,,https://github.com/buananetpbun/Run-Command-Window-Batch-Script
,,DDoS utility written in cmd,,,kezoponk/DDoS.bat,,13,,https://github.com/kezoponk/DDoS.bat
,,"A wide range of scripts for Windows interpreter (cmd.exe) and other interpreters such as bash shell (.sh), visual basic (.vbs), python (.py) and so on. Plus some set of standalone console utilities and tools aside other utilities and tools from cygwin, msys and mingw. • :page_with_curl: https://github.com/andry81-stats/contools--gh-stats",,,andry81/contools,,13,,https://github.com/andry81/contools
,,"This Windows Script will help to find the Wi-Fi Password, which connected to your system earlier.",,,Deadshot0x7/Wifipassword,,13,,https://github.com/Deadshot0x7/Wifipassword
,,Whatsapp Blasting with TagUI,,,ardyan69/wa,,13,,https://github.com/ardyan69/wa
,,Script to change TTL on Windows,,,szybnev/TTL-Changer,,13,,https://github.com/szybnev/TTL-Changer
,,This is the server builder batch file for TrinityBuilder package. ,,,conan513/TrinityBuilder,,12,,https://github.com/conan513/TrinityBuilder
,,A collection of batch scripts I've written over the years.,,,corpnewt/Batch-Scripts,,12,,https://github.com/corpnewt/Batch-Scripts
,,Scripts pour démarrer plusieurs projets VSCode à partir d'un répertoire principal. | Scripts to launch multiple VSCode projects from a main directory.,,,aliounebfam/vscode_projects_launcher,,12,,https://github.com/aliounebfam/vscode_projects_launcher
,,Useful batch scripts for videos. Originally made as a toolbox for use with upscaling neural networks.,,,n00mkrad/ffmpeg-batch-utils,,12,,https://github.com/n00mkrad/ffmpeg-batch-utils
,,All my batch files... ,,,Nickfost/Batch,,11,,https://github.com/Nickfost/Batch
,,Snippets of the basic course from Batch Scripting tutorial,,,logicopslab/BatchScripting,,11,,https://github.com/logicopslab/BatchScripting
,,Asphalt 9 bot for windows,,,yaldabaoth444/asphalt_legends_unite_windows_bot,,11,,https://github.com/yaldabaoth444/asphalt_legends_unite_windows_bot
,,This batch script file wants to check your EDR systems detection and response capabilities in a more noisy way!,,,AhmetHan/EDR_Tester,,11,,https://github.com/AhmetHan/EDR_Tester
,,Stop windows from randomly waking up your laptop,,,CoolDotty/NeverWake,,10,,https://github.com/CoolDotty/NeverWake
,,SoPI (Software Post Install) Software para descargar/instalar después de una instalación de Windows 7/10/11),,,HiiARA/SoPI,,10,,https://github.com/HiiARA/SoPI
,,Batch script to simply maintenance and notification of SnapRAID for Windows 10 and adjacent versions.  ,,,ddashizzle/snapraid_made_simple,,10,,https://github.com/ddashizzle/snapraid_made_simple
